Zip Code,Performance Category,Actual ACP Enrollment,Predicted ACP enrollment,Claimed ACP subscribers,Total Support (in dollars),Total Households,Eligible Households,Wireline Broadband,Cellular Data Only,No Computer,"Income $15,000 or less",Rent Burdened,Population Age 65+,Share of population foreign born,State Code
6751,HIGHEST,89,47,68,2175,1340,313,75%,5%,17%,9%,64%,21%,5%,9
6752,HIGHEST,21,0,18,540,728,85,86%,9%,3%,1%,53%,33%,6%,9
6755,HIGHEST,28,1,19,565,337,34,95%,5%,0%,5%,60%,15%,10%,9
6756,HIGHEST,35,0,6,180,1117,168,85%,3%,4%,2%,33%,25%,7%,9
6757,HIGHEST,76,14,64,1985,929,171,78%,10%,9%,2%,27%,26%,9%,9
6762,HIGHEST,91,30,12,460,2906,534,77%,14%,6%,9%,21%,24%,10%,9
6770,HIGHEST,1349,765,320,12620,12212,3671,81%,7%,8%,4%,44%,15%,15%,9
6776,HIGHEST,954,433,801,24189,10297,2751,89%,4%,3%,4%,55%,15%,9%,9
6777,HIGHEST,34,0,29,870,664,189,89%,4%,5%,5%,46%,32%,6%,9
6779,HIGHEST,217,66,63,2490,3405,739,79%,6%,11%,3%,59%,19%,9%,9
6783,HIGHEST,27,0,23,670,939,251,86%,4%,4%,4%,58%,29%,8%,9
6784,HIGHEST,43,0,37,1110,1566,209,82%,5%,9%,2%,44%,26%,7%,9
6785,HIGHEST,20,0,13,390,314,84,84%,7%,0%,5%,100%,31%,6%,9
6791,HIGHEST,114,0,86,2745,2070,207,89%,7%,2%,2%,32%,22%,2%,9
6793,HIGHEST,15,0,13,385,532,124,89%,3%,2%,3%,0%,34%,19%,9
6795,HIGHEST,203,82,40,1700,5330,1335,80%,6%,6%,3%,54%,24%,12%,9
6796,HIGHEST,8,0,2,60,431,58,85%,5%,1%,2%,65%,43%,4%,9
6798,HIGHEST,270,0,245,7470,4501,752,87%,6%,4%,5%,34%,29%,7%,9
6804,HIGHEST,371,0,322,9900,6392,1067,88%,5%,4%,2%,60%,19%,14%,9
6807,HIGHEST,30,0,11,330,2713,680,92%,7%,1%,5%,58%,15%,23%,9
6812,HIGHEST,213,106,170,5260,4503,978,88%,7%,2%,2%,78%,17%,8%,9
6820,HIGHEST,58,0,13,390,6978,816,91%,5%,2%,5%,61%,13%,11%,9
6831,HIGHEST,53,0,8,240,5247,789,89%,7%,2%,4%,48%,21%,12%,9
6840,HIGHEST,85,0,16,480,6937,811,93%,4%,2%,3%,43%,15%,13%,9
6853,HIGHEST,20,0,8,240,1468,319,92%,3%,5%,6%,57%,15%,16%,9
6870,HIGHEST,24,0,4,120,2673,268,94%,2%,2%,5%,28%,14%,20%,9
6877,HIGHEST,153,0,12,345,9159,1835,86%,8%,3%,3%,47%,19%,13%,9
6878,HIGHEST,23,0,9,270,2634,220,92%,4%,1%,2%,20%,13%,30%,9
6880,HIGHEST,167,0,40,1285,9522,954,91%,6%,1%,3%,41%,17%,15%,9
6883,HIGHEST,37,0,12,660,3525,353,94%,2%,1%,2%,76%,15%,14%,9
6896,HIGHEST,35,0,2,60,3307,607,90%,6%,1%,4%,57%,23%,9%,9
6897,HIGHEST,106,0,7,295,6198,621,94%,3%,1%,2%,65%,16%,15%,9
6903,HIGHEST,58,0,19,665,5218,610,94%,5%,1%,2%,57%,20%,20%,9
6905,HIGHEST,287,64,84,3020,8365,2095,85%,6%,5%,4%,46%,18%,27%,9
7004,HIGHEST,62,0,7,410,2946,408,72%,16%,5%,6%,78%,27%,12%,34
7006,HIGHEST,144,0,24,820,9816,1360,85%,7%,3%,4%,44%,19%,14%,34
7009,HIGHEST,93,0,18,640,4791,590,85%,8%,3%,3%,30%,25%,14%,34
7010,HIGHEST,941,346,699,21399,10296,3647,76%,12%,6%,8%,49%,18%,48%,34
7013,HIGHEST,461,187,142,5360,11341,2794,80%,9%,9%,6%,60%,23%,33%,34
7014,HIGHEST,79,48,16,580,1716,423,87%,4%,9%,6%,32%,20%,40%,34
7016,HIGHEST,133,0,44,1520,9029,973,85%,4%,5%,3%,57%,19%,10%,34
7020,HIGHEST,235,0,159,4985,6788,1568,85%,9%,2%,7%,40%,10%,51%,34
7023,HIGHEST,22,0,4,105,2670,164,90%,4%,2%,2%,47%,15%,12%,34
7024,HIGHEST,904,281,656,19849,18189,5602,82%,8%,5%,9%,47%,24%,49%,34
7028,HIGHEST,20,0,4,220,2539,78,90%,7%,0%,3%,49%,12%,9%,34
7030,HIGHEST,926,394,283,10445,27932,6022,89%,5%,4%,5%,29%,6%,20%,34
7034,HIGHEST,137,47,38,1440,4064,751,88%,6%,3%,4%,24%,17%,38%,34
7035,HIGHEST,92,48,20,600,4079,754,85%,5%,3%,0%,31%,18%,18%,34
7039,HIGHEST,164,0,22,960,10452,1127,91%,5%,3%,2%,54%,18%,28%,34
7041,HIGHEST,34,0,7,310,2668,370,86%,9%,2%,4%,45%,16%,38%,34
7043,HIGHEST,25,0,6,230,4148,383,93%,3%,1%,1%,40%,14%,13%,34
7044,HIGHEST,123,0,16,680,5714,616,81%,6%,5%,6%,44%,21%,9%,34
7045,HIGHEST,58,0,9,270,3629,391,86%,6%,2%,3%,79%,25%,27%,34
7046,HIGHEST,9,0,1,130,1413,131,95%,5%,0%,1%,38%,11%,16%,34
7054,HIGHEST,490,142,132,7010,11845,2371,83%,9%,5%,7%,30%,17%,44%,34
7058,HIGHEST,37,0,7,310,2123,196,92%,7%,1%,5%,20%,16%,24%,34
7059,HIGHEST,67,0,11,330,5500,424,89%,6%,3%,3%,42%,17%,22%,34
7067,HIGHEST,186,94,36,1180,6249,1155,83%,9%,5%,5%,51%,19%,25%,34
7068,HIGHEST,30,0,2,60,2429,299,83%,5%,5%,1%,44%,25%,11%,34
7074,HIGHEST,165,49,134,3970,970,448,82%,12%,1%,4%,37%,14%,46%,34
7076,HIGHEST,139,68,25,950,8903,823,88%,6%,2%,5%,41%,16%,18%,34
7078,HIGHEST,23,0,4,220,4464,275,95%,4%,0%,1%,18%,12%,29%,34
7081,HIGHEST,189,31,31,1530,6534,1006,91%,4%,3%,5%,34%,17%,24%,34
7082,HIGHEST,23,0,2,60,1980,274,87%,6%,4%,2%,62%,17%,17%,34
7090,HIGHEST,171,0,16,680,10531,973,88%,5%,4%,3%,33%,14%,12%,34
7092,HIGHEST,13,0,3,90,2546,157,85%,3%,6%,2%,69%,27%,16%,34
7094,HIGHEST,472,138,129,4566,8000,1725,80%,12%,5%,5%,34%,14%,42%,34
7110,HIGHEST,355,157,75,2850,11711,2164,84%,9%,4%,5%,46%,17%,22%,34
7302,HIGHEST,1155,585,508,17517,25272,6227,89%,5%,3%,8%,29%,8%,39%,34
7310,HIGHEST,153,6,66,2360,6624,1836,91%,3%,2%,10%,34%,3%,62%,34
7405,HIGHEST,108,10,17,510,6729,725,87%,6%,4%,4%,37%,15%,14%,34
7410,HIGHEST,320,0,53,1675,11892,2198,88%,5%,4%,4%,47%,18%,32%,34
7417,HIGHEST,44,0,3,90,3847,178,92%,4%,1%,3%,63%,21%,18%,34
7418,HIGHEST,9,0,2,260,995,31,86%,5%,4%,0%,0%,9%,6%,34
7421,HIGHEST,79,27,20,700,2819,304,89%,6%,3%,2%,72%,13%,10%,34
7422,HIGHEST,28,2,9,470,2178,302,82%,4%,3%,2%,66%,18%,6%,34
7423,HIGHEST,8,0,3,90,1444,44,96%,3%,2%,0%,13%,14%,12%,34
7424,HIGHEST,346,204,109,4155,10669,2465,82%,12%,4%,4%,39%,17%,25%,34
7430,HIGHEST,130,34,27,910,9430,1743,84%,9%,4%,3%,49%,20%,19%,34
7436,HIGHEST,42,12,5,250,4223,455,89%,7%,3%,3%,49%,15%,16%,34
7440,HIGHEST,32,0,2,60,1531,118,85%,1%,8%,2%,17%,17%,9%,34
7446,HIGHEST,73,0,6,180,5300,653,90%,5%,3%,1%,48%,14%,16%,34
7450,HIGHEST,130,0,28,940,8659,933,91%,4%,2%,3%,42%,14%,19%,34
7452,HIGHEST,23,0,4,120,3630,224,89%,3%,4%,2%,44%,12%,14%,34
7456,HIGHEST,63,24,15,550,4200,647,91%,5%,1%,2%,54%,17%,9%,34
7457,HIGHEST,25,14,3,290,1839,368,85%,10%,2%,9%,40%,19%,18%,34
7458,HIGHEST,38,0,4,120,4000,370,89%,4%,4%,3%,68%,17%,18%,34
7463,HIGHEST,37,0,8,440,3354,465,86%,8%,4%,4%,59%,18%,14%,34
7465,HIGHEST,42,0,12,460,2374,183,90%,8%,1%,4%,33%,23%,9%,34
7470,HIGHEST,451,0,83,2890,19147,2654,88%,6%,4%,3%,45%,19%,21%,34
7481,HIGHEST,38,0,7,210,5749,443,90%,5%,3%,3%,50%,21%,11%,34
7512,HIGHEST,126,63,33,1190,3803,644,82%,14%,4%,2%,41%,19%,20%,34
7605,HIGHEST,161,90,130,4075,3470,802,85%,10%,5%,5%,56%,18%,41%,34
7620,HIGHEST,3,0,1,30,485,60,98%,1%,1%,6%,52%,34%,34%,34
7624,HIGHEST,50,22,3,90,2791,473,92%,4%,1%,6%,59%,14%,36%,34
7626,HIGHEST,42,0,7,210,3036,421,87%,7%,4%,4%,61%,16%,40%,34
7627,HIGHEST,19,0,1,0,1656,179,89%,7%,3%,3%,43%,17%,35%,34
7630,HIGHEST,28,0,6,280,2537,313,82%,12%,4%,4%,47%,23%,20%,34
7632,HIGHEST,28,0,17,610,1905,323,89%,6%,1%,3%,52%,22%,44%,34
7641,HIGHEST,5,0,1,30,1059,147,95%,2%,2%,3%,100%,18%,15%,34
7642,HIGHEST,53,0,5,250,3457,426,92%,4%,1%,4%,59%,14%,13%,34
7643,HIGHEST,429,184,333,10100,4353,1274,83%,8%,8%,3%,47%,17%,41%,34
7645,HIGHEST,32,0,5,150,2920,225,89%,5%,4%,4%,24%,20%,18%,34
7647,HIGHEST,33,15,3,140,1693,313,85%,10%,3%,3%,44%,19%,33%,34
7649,HIGHEST,21,0,4,120,2702,374,93%,4%,2%,5%,47%,17%,17%,34
7652,HIGHEST,225,59,40,1600,8354,1544,86%,8%,6%,3%,54%,25%,31%,34
7656,HIGHEST,50,0,7,195,3246,300,87%,4%,8%,4%,53%,21%,11%,34
7657,HIGHEST,338,152,257,7760,4032,993,82%,8%,7%,6%,50%,15%,45%,34
7660,HIGHEST,426,245,312,9685,4971,1455,86%,7%,4%,4%,46%,15%,39%,34
7661,HIGHEST,68,0,8,240,4352,335,91%,4%,2%,5%,53%,15%,27%,34
7670,HIGHEST,48,0,6,230,4981,767,92%,3%,1%,4%,42%,13%,34%,34
7675,HIGHEST,165,0,25,1050,9689,1044,88%,7%,3%,3%,46%,20%,19%,34
7704,HIGHEST,8,0,1,0,2038,188,90%,7%,1%,3%,57%,11%,4%,34
7716,HIGHEST,74,1,9,370,3638,560,88%,5%,4%,3%,55%,22%,8%,34
7718,HIGHEST,48,10,8,340,2393,221,92%,4%,3%,1%,22%,14%,5%,34
7722,HIGHEST,25,0,4,120,3510,324,88%,8%,2%,1%,51%,17%,12%,34
7730,HIGHEST,213,96,23,790,6300,1067,83%,7%,7%,4%,51%,20%,11%,34
7732,HIGHEST,112,56,17,760,2559,433,81%,8%,4%,9%,42%,19%,16%,34
7733,HIGHEST,96,0,8,240,6084,750,88%,4%,5%,4%,56%,21%,22%,34
7738,HIGHEST,32,0,5,150,2321,250,88%,3%,4%,4%,78%,19%,9%,34
7739,HIGHEST,15,0,1,30,2224,103,93%,4%,2%,2%,13%,17%,7%,34
7746,HIGHEST,87,0,16,480,5944,732,84%,11%,2%,3%,60%,17%,19%,34
7750,HIGHEST,14,0,5,250,1479,205,89%,6%,4%,7%,58%,31%,5%,34
7751,HIGHEST,111,0,20,600,7018,648,86%,9%,2%,2%,42%,11%,24%,34
7756,HIGHEST,70,16,16,580,1773,683,78%,9%,8%,5%,40%,26%,9%,34
7757,HIGHEST,71,36,13,490,2384,367,80%,11%,6%,4%,25%,20%,4%,34
7760,HIGHEST,21,0,2,60,3365,415,91%,5%,2%,3%,51%,15%,4%,34
7762,HIGHEST,46,0,2,60,4133,700,80%,10%,6%,7%,53%,29%,7%,34
7821,HIGHEST,34,0,12,460,3438,635,79%,11%,2%,2%,57%,15%,9%,34
7826,HIGHEST,48,25,15,535,2181,336,78%,9%,3%,2%,44%,18%,5%,34
7830,HIGHEST,26,0,4,120,2777,214,86%,9%,2%,2%,60%,19%,7%,34
7832,HIGHEST,32,8,5,150,1209,130,76%,3%,4%,0%,0%,18%,6%,34
7834,HIGHEST,66,20,9,355,6880,954,88%,6%,3%,4%,61%,18%,13%,34
7838,HIGHEST,18,0,1,130,1274,235,77%,13%,1%,2%,21%,21%,4%,34
7849,HIGHEST,76,5,10,300,3422,422,87%,7%,2%,4%,59%,20%,16%,34
7853,HIGHEST,31,0,5,250,4306,464,89%,6%,2%,3%,56%,18%,9%,34
7866,HIGHEST,160,18,38,1535,8274,1147,88%,5%,2%,3%,36%,18%,15%,34
7869,HIGHEST,134,15,23,990,9118,1264,90%,4%,3%,4%,46%,13%,24%,34
7871,HIGHEST,104,0,20,800,7538,1045,85%,8%,1%,3%,42%,14%,8%,34
7874,HIGHEST,61,20,10,450,3091,476,87%,7%,2%,2%,30%,15%,10%,34
7876,HIGHEST,38,0,8,240,3179,245,87%,8%,2%,1%,34%,20%,14%,34
7878,HIGHEST,4,0,1,30,246,8,85%,4%,0%,0%,0%,30%,8%,34
7901,HIGHEST,115,24,27,810,8555,1449,87%,7%,3%,3%,37%,13%,22%,34
7920,HIGHEST,194,0,28,890,10227,1417,91%,3%,4%,3%,47%,16%,23%,34
7922,HIGHEST,63,0,6,280,4089,252,89%,7%,2%,1%,48%,19%,17%,34
7924,HIGHEST,20,0,2,160,2668,288,87%,9%,2%,4%,44%,16%,18%,34
7927,HIGHEST,40,0,12,560,1812,140,92%,6%,3%,2%,46%,24%,36%,34
7928,HIGHEST,54,0,11,430,6614,306,89%,7%,1%,1%,46%,13%,14%,34
7930,HIGHEST,27,2,4,120,2955,273,87%,4%,5%,5%,41%,21%,8%,34
7932,HIGHEST,72,0,4,220,4351,536,87%,7%,4%,6%,46%,21%,16%,34
7933,HIGHEST,8,0,1,30,952,220,92%,5%,0%,2%,60%,23%,15%,34
7934,HIGHEST,3,0,1,30,498,46,84%,7%,4%,11%,100%,17%,12%,34
7936,HIGHEST,58,0,7,310,3797,409,75%,11%,7%,3%,28%,23%,16%,34
7940,HIGHEST,67,0,8,240,5710,528,88%,5%,2%,4%,44%,13%,18%,34
7945,HIGHEST,25,0,3,90,3377,208,89%,5%,4%,3%,31%,18%,10%,34
7950,HIGHEST,122,0,28,1040,7938,733,86%,8%,3%,2%,38%,18%,24%,34
7974,HIGHEST,26,0,3,90,4588,707,91%,2%,2%,2%,51%,19%,16%,34
7977,HIGHEST,3,2,1,30,212,39,95%,3%,0%,0%,59%,9%,21%,34
7980,HIGHEST,16,0,1,0,913,127,85%,8%,5%,7%,40%,19%,15%,34
7981,HIGHEST,53,0,9,270,3809,352,85%,9%,5%,3%,57%,19%,20%,34
8001,HIGHEST,15,3,4,320,284,22,84%,8%,0%,5%,24%,26%,0%,34
8003,HIGHEST,415,0,90,3500,11143,1716,89%,6%,2%,3%,59%,19%,19%,34
8008,HIGHEST,27,13,1,0,3355,620,85%,7%,5%,8%,57%,43%,4%,34
8020,HIGHEST,31,0,2,60,968,89,75%,14%,2%,7%,53%,27%,5%,34
8022,HIGHEST,61,2,5,150,3815,294,82%,5%,8%,4%,44%,27%,14%,34
8027,HIGHEST,113,67,34,1220,1978,457,79%,8%,4%,5%,36%,23%,6%,34
8033,HIGHEST,124,0,12,560,6308,680,89%,6%,3%,4%,44%,17%,4%,34
8034,HIGHEST,209,105,40,1550,7689,1895,86%,8%,3%,4%,53%,22%,15%,34
8035,HIGHEST,80,0,17,710,3194,492,81%,9%,5%,4%,47%,22%,3%,34
8036,HIGHEST,85,0,29,1120,2474,305,79%,10%,3%,1%,44%,22%,4%,34
8053,HIGHEST,496,120,83,3390,18653,2873,84%,8%,5%,4%,44%,18%,8%,34
8054,HIGHEST,628,309,107,4685,18545,3427,84%,10%,4%,3%,52%,19%,14%,34
8055,HIGHEST,199,0,31,1030,10332,1273,86%,10%,2%,3%,52%,21%,4%,34
8056,HIGHEST,14,7,1,30,1729,293,91%,8%,1%,3%,55%,17%,8%,34
8057,HIGHEST,187,61,37,1410,7490,807,83%,9%,5%,6%,49%,17%,9%,34
8061,HIGHEST,53,24,12,560,1265,136,89%,10%,0%,2%,0%,14%,4%,34
8062,HIGHEST,202,46,45,2250,5701,615,86%,7%,3%,3%,68%,14%,5%,34
8077,HIGHEST,206,18,48,1940,7200,887,87%,8%,2%,3%,41%,18%,7%,34
8080,HIGHEST,520,296,139,5120,14080,2385,86%,8%,4%,3%,56%,17%,5%,34
8091,HIGHEST,131,49,44,1920,2105,324,81%,11%,3%,5%,53%,19%,16%,34
8202,HIGHEST,3,0,1,0,789,109,85%,5%,3%,6%,89%,49%,2%,34
8221,HIGHEST,58,6,10,400,2621,283,86%,5%,5%,4%,34%,24%,9%,34
8223,HIGHEST,36,0,7,310,1868,575,78%,13%,2%,4%,52%,28%,0%,34
8230,HIGHEST,52,0,9,270,2099,291,83%,9%,5%,2%,0%,25%,4%,34
8243,HIGHEST,14,5,2,60,1083,334,86%,10%,1%,6%,72%,49%,3%,34
8314,HIGHEST,23,8,9,270,180,50,87%,13%,0%,6%,0%,16%,5%,34
8319,HIGHEST,12,2,1,30,451,56,84%,11%,3%,2%,100%,16%,3%,34
8326,HIGHEST,52,27,15,450,443,136,76%,18%,0%,3%,59%,12%,12%,34
8344,HIGHEST,189,84,59,2170,1930,594,75%,9%,7%,2%,70%,25%,2%,34
8402,HIGHEST,88,39,23,890,2651,531,84%,7%,6%,7%,33%,34%,6%,34
8403,HIGHEST,7,0,1,15,482,82,75%,14%,7%,8%,31%,52%,3%,34
8501,HIGHEST,18,0,2,60,2476,381,82%,7%,3%,3%,46%,27%,11%,34
8502,HIGHEST,92,0,14,405,3717,172,93%,6%,1%,1%,23%,9%,35%,34
8512,HIGHEST,154,0,16,680,4406,679,86%,7%,2%,2%,41%,19%,37%,34
8515,HIGHEST,26,8,8,240,2272,210,86%,8%,2%,2%,45%,10%,23%,34
8525,HIGHEST,21,0,7,310,1828,169,90%,5%,1%,4%,52%,15%,15%,34
8534,HIGHEST,90,35,6,180,4574,775,90%,2%,4%,6%,52%,17%,16%,34
8535,HIGHEST,24,0,3,90,1669,129,91%,5%,0%,3%,8%,13%,10%,34
8536,HIGHEST,168,0,18,840,8168,1258,90%,6%,1%,3%,28%,8%,52%,34
8540,HIGHEST,414,0,48,1875,17695,2998,88%,4%,1%,6%,40%,16%,38%,34
8542,HIGHEST,25,15,5,150,1007,217,90%,8%,1%,2%,40%,10%,32%,34
8550,HIGHEST,136,0,13,590,7310,338,96%,2%,1%,3%,18%,15%,42%,34
8551,HIGHEST,34,0,5,150,1975,122,86%,5%,6%,2%,45%,17%,8%,34
8555,HIGHEST,6,1,1,30,339,136,91%,4%,3%,2%,65%,20%,10%,34
8559,HIGHEST,18,0,6,180,2253,278,76%,13%,4%,3%,42%,27%,3%,34
8628,HIGHEST,168,75,40,1500,4092,819,83%,9%,3%,4%,35%,23%,14%,34
8648,HIGHEST,397,205,77,2595,11480,2298,84%,6%,5%,4%,33%,15%,28%,34
8690,HIGHEST,122,0,30,1200,7857,1210,81%,10%,5%,3%,57%,25%,11%,34
8691,HIGHEST,131,0,16,480,6635,817,86%,4%,6%,4%,59%,17%,23%,34
8720,HIGHEST,6,0,2,60,215,0,94%,0%,0%,0%,76%,37%,5%,34
8730,HIGHEST,17,0,3,90,1805,139,81%,10%,4%,2%,20%,21%,4%,34
8732,HIGHEST,16,0,5,150,664,31,88%,8%,3%,1%,24%,32%,3%,34
8735,HIGHEST,10,0,1,30,2156,398,75%,8%,12%,3%,76%,42%,5%,34
8736,HIGHEST,35,0,4,120,5297,408,87%,8%,3%,2%,40%,20%,4%,34
8742,HIGHEST,184,0,34,1370,10376,1758,82%,10%,5%,3%,52%,19%,9%,34
8752,HIGHEST,22,0,9,370,1335,267,69%,4%,14%,7%,88%,45%,3%,34
8758,HIGHEST,130,0,31,1480,3303,610,79%,12%,5%,3%,65%,37%,3%,34
8807,HIGHEST,286,0,43,1775,13740,1904,87%,6%,4%,4%,45%,18%,31%,34
8810,HIGHEST,87,0,11,530,2761,298,89%,7%,0%,1%,47%,11%,48%,34
8816,HIGHEST,641,311,82,2610,16472,3044,88%,6%,4%,5%,50%,16%,33%,34
8820,HIGHEST,464,0,131,4630,13310,2050,88%,5%,4%,4%,33%,17%,56%,34
8822,HIGHEST,296,66,42,1410,11462,1942,85%,7%,3%,3%,49%,16%,14%,34
8824,HIGHEST,112,0,13,490,4503,693,88%,8%,2%,2%,43%,16%,33%,34
8827,HIGHEST,45,0,7,210,1561,240,85%,3%,4%,3%,45%,22%,6%,34
8830,HIGHEST,361,48,91,3130,6410,1185,76%,12%,6%,6%,38%,20%,49%,34
8831,HIGHEST,551,88,63,2940,22751,4204,83%,7%,7%,5%,55%,35%,21%,34
8833,HIGHEST,44,0,7,210,3516,433,82%,9%,4%,3%,38%,21%,14%,34
8836,HIGHEST,14,0,2,60,1336,41,94%,5%,2%,2%,37%,11%,16%,34
8848,HIGHEST,45,0,32,1056,2993,323,81%,8%,5%,2%,42%,21%,4%,34
8850,HIGHEST,55,24,10,400,3043,797,81%,11%,6%,2%,69%,17%,17%,34
8852,HIGHEST,269,136,41,1615,7141,1100,90%,5%,4%,5%,37%,10%,44%,34
8853,HIGHEST,29,0,3,90,1913,88,91%,7%,0%,1%,29%,14%,11%,34
8867,HIGHEST,23,0,11,330,1892,117,84%,8%,3%,1%,5%,19%,7%,34
8869,HIGHEST,124,51,27,1110,3119,528,79%,13%,5%,4%,38%,13%,31%,34
8876,HIGHEST,287,164,79,2720,8926,1787,82%,11%,2%,4%,42%,14%,20%,34
8889,HIGHEST,99,26,15,500,4242,980,82%,7%,9%,3%,36%,29%,13%,34
10017,HIGHEST,370,171,227,7140,9471,2319,88%,8%,1%,6%,51%,24%,35%,36
10032,HIGHEST,9680,5482,8107,263950,21959,14783,70%,11%,11%,17%,56%,16%,47%,36
10033,HIGHEST,9005,4006,7662,248815,20079,10445,72%,15%,8%,13%,48%,13%,45%,36
10034,HIGHEST,6538,3579,5205,166234,15763,8923,73%,12%,9%,15%,46%,13%,40%,36
10040,HIGHEST,6643,3623,5678,192538,16502,10352,75%,13%,9%,16%,57%,18%,49%,36
10044,HIGHEST,766,252,614,19211,4914,1053,83%,7%,4%,5%,50%,20%,56%,36
10464,HIGHEST,162,90,83,4590,1958,359,71%,16%,4%,4%,58%,25%,22%,36
10546,HIGHEST,1,0,1,0,411,6,87%,11%,2%,0%,65%,19%,10%,36
11101,HIGHEST,4119,2417,2501,84906,15764,6994,81%,8%,7%,12%,40%,8%,39%,36
11235,HIGHEST,5452,3295,2115,84105,34712,18588,73%,10%,13%,15%,59%,25%,63%,36
11367,HIGHEST,3520,1905,2409,74016,14568,6687,66%,18%,9%,10%,51%,19%,43%,36
11374,HIGHEST,3175,1724,2280,69902,19938,7321,74%,12%,6%,9%,52%,19%,56%,36
11416,HIGHEST,2270,1324,1479,48634,7372,3722,75%,14%,7%,7%,53%,12%,49%,36
11421,HIGHEST,3221,1928,2255,70808,11676,5181,79%,10%,6%,7%,57%,13%,50%,36
11797,HIGHEST,67,0,13,690,3030,232,79%,13%,4%,3%,46%,33%,20%,36
11930,HIGHEST,13,0,2,60,366,34,59%,4%,8%,0%,100%,35%,10%,36
12035,HIGHEST,62,19,50,1600,191,76,61%,8%,12%,5%,100%,31%,1%,36
12078,HIGHEST,3478,2086,2915,92205,9418,6628,70%,5%,14%,13%,51%,19%,2%,36
12116,HIGHEST,137,55,125,3825,618,284,61%,12%,11%,9%,81%,21%,2%,36
12121,HIGHEST,54,30,51,1510,724,55,75%,16%,5%,2%,0%,27%,0%,36
12123,HIGHEST,225,136,184,5685,1998,306,79%,9%,3%,4%,32%,19%,0%,36
12125,HIGHEST,103,61,90,2883,512,329,77%,11%,2%,3%,30%,20%,7%,36
12130,HIGHEST,39,17,34,1015,161,79,81%,0%,11%,0%,50%,15%,0%,36
12136,HIGHEST,10,0,8,240,304,19,84%,6%,3%,2%,0%,32%,9%,36
12159,HIGHEST,179,69,147,4555,3714,398,79%,6%,5%,6%,51%,29%,12%,36
12175,HIGHEST,34,19,29,970,281,116,44%,31%,7%,3%,0%,34%,3%,36
12197,HIGHEST,140,48,111,3310,745,194,38%,26%,10%,7%,25%,23%,3%,36
12202,HIGHEST,2544,1301,2155,70136,4203,3344,69%,14%,9%,18%,41%,13%,14%,36
12209,HIGHEST,1152,614,1003,32178,4247,1754,76%,12%,4%,5%,42%,11%,17%,36
12307,HIGHEST,2053,1062,1559,49113,2774,2292,68%,12%,8%,35%,55%,8%,31%,36
12428,HIGHEST,1134,542,905,28129,2594,1468,68%,15%,11%,14%,67%,19%,7%,36
12449,HIGHEST,388,189,357,24300,1198,348,81%,3%,9%,12%,44%,23%,5%,36
12480,HIGHEST,57,9,52,1555,169,54,83%,8%,2%,7%,0%,36%,5%,36
12746,HIGHEST,94,40,84,2490,301,83,79%,0%,11%,3%,64%,14%,7%,36
12762,HIGHEST,40,15,30,900,158,10,65%,4%,0%,4%,15%,14%,0%,36
12766,HIGHEST,25,0,22,655,267,0,62%,13%,11%,0%,0%,49%,0%,36
12790,HIGHEST,349,208,304,9785,1766,540,80%,7%,6%,4%,25%,20%,8%,36
12804,HIGHEST,1370,822,1201,36563,11851,2901,81%,9%,7%,4%,50%,24%,4%,36
12822,HIGHEST,615,354,535,16469,2349,1006,74%,12%,7%,5%,54%,21%,0%,36
12828,HIGHEST,727,352,630,19269,3740,1087,80%,8%,5%,5%,43%,18%,3%,36
12863,HIGHEST,61,36,55,1670,404,117,68%,12%,3%,2%,78%,10%,0%,36
12903,HIGHEST,143,42,111,3895,785,96,83%,4%,10%,5%,39%,23%,9%,36
12918,HIGHEST,121,54,107,3150,1170,197,86%,2%,3%,2%,42%,22%,2%,36
12944,HIGHEST,382,226,323,10275,1695,778,73%,4%,12%,7%,49%,17%,3%,36
12965,HIGHEST,47,26,42,1235,179,68,84%,4%,9%,11%,100%,17%,2%,36
13042,HIGHEST,173,61,143,4360,793,206,55%,18%,12%,2%,40%,28%,1%,36
13054,HIGHEST,81,33,73,2495,399,79,73%,5%,7%,4%,58%,17%,0%,36
13082,HIGHEST,345,164,298,9470,1526,327,82%,10%,4%,8%,11%,20%,1%,36
13084,HIGHEST,194,72,169,5300,1453,245,67%,18%,10%,1%,45%,23%,1%,36
13112,HIGHEST,68,34,56,1865,572,114,66%,18%,5%,0%,0%,20%,3%,36
13120,HIGHEST,207,123,180,6215,712,316,70%,10%,5%,12%,56%,13%,3%,36
13141,HIGHEST,27,11,23,675,290,53,54%,21%,10%,1%,14%,21%,6%,36
13156,HIGHEST,112,67,92,2925,880,323,69%,15%,5%,4%,28%,30%,3%,36
13211,HIGHEST,723,360,594,21914,2398,1174,67%,12%,7%,6%,28%,15%,8%,36
13310,HIGHEST,60,10,54,1575,268,37,73%,17%,7%,0%,49%,13%,0%,36
13318,HIGHEST,81,34,74,2460,427,78,81%,8%,7%,3%,45%,17%,0%,36
13337,HIGHEST,17,0,17,495,335,41,61%,12%,0%,3%,0%,32%,7%,36
13343,HIGHEST,138,72,116,3425,642,236,60%,10%,12%,9%,55%,22%,1%,36
13350,HIGHEST,1137,668,961,34558,4253,2017,70%,13%,11%,11%,39%,25%,5%,36
13363,HIGHEST,156,89,129,3990,866,225,71%,10%,10%,2%,0%,14%,1%,36
13402,HIGHEST,113,42,104,3175,552,211,46%,39%,11%,10%,47%,24%,4%,36
